sr_no,state,mp,constituency,allocated_amount,work_id_canonical,work_id_status,house,source_file,elected_nominated
384,Assam,RANJIT DUTTA,Sonitpur,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
385,Haryana,Rao Inderjit Singh,GURGAON,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
386,Rajasthan,Rao Rajendra Singh,JAIPUR RURAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
387,Bihar,Ravi Shankar Prasad,PATNA SAHIB,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
388,Maharashtra,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
389,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
390,Maharashtra,Ravindra Vasantrao Chavan,NANDED,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
391,Mizoram,RICHARD VANLALHMANGAIHA,MIZORAM (ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
392,Tamil Nadu,ROBERT BRUCE C,TIRUNELVELI,147475440.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
393,Madhya Pradesh,Rodmal Nagar,RAJGARH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
394,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
395,Uttar Pradesh,RUCHI VIRA,MORADABAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
396,Odisha,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
397,Nagaland,S SUPONGMEREN JAMIR,NAGALAND,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
398,Tamil Nadu,S Venkatesan,MADURAI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
399,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,180589332.34,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
400,Tamil Nadu,SACHITHANANTHAM R,DINDIGUL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
401,Karnataka,SAGAR ESHWAR KHANDRE,BIDAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
402,Meghalaya,SALENG A SANGMA,TURA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
403,Odisha,SAMBIT PATRA,PURI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
404,Uttar Pradesh,SANATAN PANDEY,BALLIA,180420041.4,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
405,Maharashtra,SANJAY DINA PATIL,MUMBAI NORTH EAST,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
406,Maharashtra,Sanjay Haribhau Jadhav,PARBHANI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
407,Bihar,Sanjay Jaiswal,PASCHIM CHAMPARAN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
408,Telangana,Sanjay Kumar Bandi,KARIMNAGAR,172775317.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
409,Jharkhand,Sanjay Seth,RANCHI,147064357.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
410,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
411,Rajasthan,SANJNA JATAV,BHARATPUR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
412,Chhattisgarh,Santosh Pandey,RAJNANDGAON,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
413,Odisha,Saptagiri Sankar Ulaka,KORAPUT(ST),269500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
414,Punjab,SARABJEET SINGH KHALSA,FARIDKOT(SC),150850348.15,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
415,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),171500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
416,Haryana,SATPAL BRAHAMCHARI,SONEPAT,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
417,West Bengal,Saumitra khan,BISHNUPUR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
418,Madhya Pradesh,SAVITRI THAKUR,DHAR(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
419,West Bengal,SAYANI GHOSH,JADAVPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
420,Haryana,SELJA,SIRSA(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
421,Tamil Nadu,SELVAGANAPATHI T M,SALEM,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
422,Tamil Nadu,SELVARAJ V,NAGAPATTINAM(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
423,Kerala,SHAFI PARAMBIL,VADAKARA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
424,Bihar,SHAMBHAVI,SAMASTIPUR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
425,Madhya Pradesh,Shankar Lalwani,INDORE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
426,Uttar Pradesh,SHASHANK MANI,DEORIA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
427,West Bengal,Shatrughan Sinha,ASANSOL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
428,Punjab,SHER SINGH GHUBAYA,FIROZPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
429,Madhya Pradesh,SHIVMANGAL SINGH TOMAR,MORENA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
430,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,VIDISHA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
431,Karnataka,SHOBHA KARANDLAJE,BANGALORE NORTH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
432,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
433,Karnataka,SHREYAS. M. PATEL,HASSAN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
434,Haryana,Shri Dharambir Singh,BHIWANI MAHENDRAGARH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
435,West Bengal,Shri Abhishek Banerjee,DIAMOND HARBOUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
436,Punjab,Shri Amar Singh,FATEHGARH SAHIB(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
437,Gujarat,Shri Amit Shah,GANDHINAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
438,Madhya Pradesh,Shri Anil Firojiya,UJJAIN(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
439,Rajasthan,Shri Arjun Ram Meghwal,BIKANER(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
440,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
441,Karnataka,Shri B Y Raghavendra,SHIMOGA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
442,Kerala,Shri Benny Behanan,CHALAKUDY,164674770.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
443,Odisha,Shri Bhartruhari Mahtab,CUTTACK,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
444,Jharkhand,Shri Chandra Prakash Choudhary,GIRIDIH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
445,West Bengal,Shri Deepak (Dev) Adhikari,GHATAL,200747364.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
446,Punjab,Shri Gurjeet Singh Aujla,AMRITSAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
447,Rajasthan,Shri Hanuman Beniwal,NAGAUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
448,Kerala,Shri Hibi Eden,ERNAKULAM,162177260.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
449,Bihar,Shri Janardan Singh Sigriwal,MAHARAJGANJ_BR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
450,Odisha,Shri Jual Oram,SUNDARGARH (ST),173096756.91,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
451,Jammu And Kashmir,Shri Jugal Kishore Sharma,JAMMU,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
452,West Bengal,Shri Jyotirmay Singh Mahato,PURULIA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
453,Tamil Nadu,Shri Karti P Chidambaram,SIVAGANGA,159049284.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
454,Kerala,Shri Kumbakudi Sudhakaran,KANNUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
455,Karnataka,Shri LS Tejasvi Surya,BANGALORE SOUTH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
456,Kerala,Shri M K Raghavan,KOZHIKODE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
457,Uttar Pradesh,Shri Narendra Modi,VARANASI,162070276.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
458,Kerala,Shri NK Premachandran,KOLLAM,171477994.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
459,Rajasthan,Shri PP Chaudhary,PALI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
460,Kerala,Shri Rajmohan Unnithan,KASARAGOD,156754633.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
461,Assam,Shri Sarbananda Sonowal (18LS),DIBRUGARH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
462,Uttar Pradesh,Shri Satish Kumar Gautam,ALIGARH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
463,West Bengal,Shri Shantanu Thakur,BANGAON(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
464,Madhya Pradesh,Shri Sudheer Gupta,MANDSOUR,148988014.83,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
465,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),172429519.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
466,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
467,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,171500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
468,Maharashtra,Shrikant Eknath Shinde,KALYAN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
469,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
470,Goa,Shripad Yesso Naik,NORTH GOA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
471,Maharashtra,Shrirang Appa Barne,MAVAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
472,Maharashtra,Shyamkumar,RAMTEK(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
473,Andhra Pradesh,Sivanath Kesineni,VIJAYAWADA,159864032.49,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
474,West Bengal,SK NURUL ISLAM,BASIRHAT,49000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
475,Maharashtra,SMITA UDAY WAGH,JALGAON,148107373.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
476,Uttar Pradesh,Smt Anupriya Patel,MIRZAPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
477,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,147420861.41,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
478,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,192042469.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
479,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,159775982.39,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
480,Uttar Pradesh,Smt Hema Malini,MATHURA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
481,Madhya Pradesh,Smt Himadri Singh,SHAHDOL (ST),150724861.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
482,Gujarat,Smt Poonamben Hematbhai Maadam,JAMNAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
483,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,153112586.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
484,Tamil Nadu,Smt S Jothimani,KARUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
485,West Bengal,Smt Sajda Ahmed,ULUBERIA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
486,Madhya Pradesh,Smt Sandhya Ray,BHIND(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
487,Odisha,Smt Sangeeta Kumari Singh Deo,BOLANGIR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
488,West Bengal,Smt Satabdi Roy (Banerjee),BIRBHUM,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
489,Maharashtra,Smt Supriya Sadanand Sule,BARAMATI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
490,Bihar,Smt Veena Devi,VAISHALI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
491,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
492,Bihar,SUDAMA PRASAD,ARRAH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
493,Tamil Nadu,SUDHA R,MAYILADUTHURAI,147332315.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
494,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
495,West Bengal,Sudip Bandyopadhyay,KOLKATA UTTAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
496,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
497,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
498,Punjab,SUKHJINDER SINGH RANDHAWA,GURDASPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
499,Karnataka,SUNIL BOSE,CHAMARAJANAGAR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
500,Maharashtra,Sunil Dattatray Tatkare,RAIGAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
501,Bihar,Sunil Kumar,VALMIKI NAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
502,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
503,Kerala,SURESH GOPI,THRISSUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
504,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
505,Telangana,SURESH KUMAR SHETKAR,ZAHIRABAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
506,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,UNNAO,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
507,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
508,Andhra Pradesh,TANGELLA UDAY SRINIVAS,KAKINADA,199417886.76,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
509,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
510,Bihar,TARIQ ANWAR,KATIHAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
511,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
512,Tamil Nadu,THANGA TAMILSELVAN,THENI,167755939.81,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
513,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
514,Tamil Nadu,Thiru Dayanidhi Maran,CHENNAI CENTRAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
515,Tamil Nadu,Thirumaa Valavan Thol,CHIDAMBARAM(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
516,Chhattisgarh,TOKHAN SAHU,BILASPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
517,Uttarakhand,TRIVENDRA SINGH RAWAT,HARDWAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
518,Uttar Pradesh,UJJWAL RAMAN SINGH,ALLAHABAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
519,Rajasthan,UMMEDA RAM BENIWAL,BARMER,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
520,Uttar Pradesh,UTKARSH VERMA MADHUR,KHERI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
521,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
522,Karnataka,V. SOMANNA,TUMKUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
523,Puducherry,Vaithilingam Ve,Puducherry,209368972.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
524,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
525,Haryana,VARUN CHAUDHRY,AMBALA (SC),255454264.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
526,Kerala,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,167807990.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
527,Chhattisgarh,Vijay Baghel,DURG,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
528,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
529,Jharkhand,Vijay Kumar Hansdak,RAJMAHAL(ST),147223957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
530,Bihar,VIJAYLAKSHMI DEVI,SIWAN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
531,Gujarat,Vinod Chavda,KACHCHH(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
532,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
533,Madhya Pradesh,Virendra Kumar,TIKAMGARH(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
534,Uttar Pradesh,VIRENDRA SINGH,CHANDAULI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
535,Maharashtra,VISHAL,SANGLI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
536,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
537,Madhya Pradesh,Vishnu Dutt Sharma,KHAJURAHO,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
538,Karnataka,VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
539,Bihar,VIVEK THAKUR,NAWADA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
540,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
541,Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
542,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
543,Uttar Pradesh,ZIA UR REHMAN,SAMBHAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
1,Telangana,Dr. Abhishek Manu Singhvi (2026-32) (2026-2032),,73421449.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
2,Maharashtra,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
3,Rajasthan,Dr. Alka Singh (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
4,Tamil Nadu,Dr. Anbumani Ramadoss (2026-32) (2026-2032),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
5,Maharashtra,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
6,Punjab,Dr. Ashok Kumar Mittal (2022-28) (2022-2028),,222487632.14,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
7,Bihar,Dr. Bhim Singh (2024-30) (2024-2030),,186200000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
8,Karnataka,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
9,Bihar,Dr. Dharmshila Gupta (2024-30) (2024-2030),,186200000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
10,Uttar Pradesh,Dr. Dinesh Sharma (2023-26) (2023-2026),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
11,Bihar,Dr. Faiyaz Ahmad (2022-28) (2022-2028),,235263957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
12,Kerala,Dr. John Brittas (2021-27) (2021-2027),,245063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
13,Maharashtra,Dr. Jyoti Nagnath Waghmare (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
14,Uttar Pradesh,Dr. K. Laxman (2022-28) (2022-2028),,197637007.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
15,Uttarakhand,Dr. Kalpana Saini (2022-28) (2022-2028),,200830405.8,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
16,Madhya Pradesh,Dr. Kavita Patidar (2022-28) (2022-2028),,197118521.35000002,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
17,Madhya Pradesh,Dr. L. Murugan (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
18,Uttar Pradesh,Dr. Laxmikant Bajpayee (2022-28) (2022-2028),,196000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
19,Tamil Nadu,Dr. M. Dhanapal (2025-31) (2025-2031),,89248285.42,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
20,Tamil Nadu,Dr. M. Thambi Durai (2026-32) (2026-2032),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
21,Maharashtra,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
22,Delhi,Dr. Meenakshi Jain (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
23,Gujarat,Dr. Mukeshbhai J. Rathwa (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
24,Gujarat,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
25,Uttar Pradesh,Dr. Radha Mohan Das Agrawal (2022-28) (2022-2028),,203626524.67000002,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
26,Punjab,Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),,232203454.24,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
27,Uttar Pradesh,Dr. Sangeeta Balwant (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
28,Odisha,Dr. Santrupt Misra (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
29,Jharkhand,Dr. Sarfraz Ahmad (2024-30) (2024-2030),,178564551.09,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
30,Odisha,Dr. Sasmit Patra (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
