"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Constituency","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"1908","Normal/Others","WS/MP18236/2024-2025/139267-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","CHHOTELAL","ROBERTSGANJ(SC)","Installation of high mast light at a public place near Jageshwarnath Dham in village Hetimpur Block Chakia","06-Sep-2024","677108","02-Dec-2024"
"1909","Normal/Others","WS/MP18108/2024-2025/139268-Construction of bus-sheds or bus-stops","Madhya Pradesh","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","Construction of pre fabricated bus-sheds model 3 with 2 solar light 1-madkhera Rangir gate me, Sironja Makroniya Sadak Marg par, 2-Civil Lines Marg par Chavani Barrier ke pass, 3-Central Jail ke samne, 4-Makroniya -Narshingpur Road par","05-Sep-2024","1299710","04-Oct-2024"
"1910","Normal/Others","WS/MP18095/2025-2026/139275-Lighting of public spaces","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Installation of a Mini High Mast Light in the eastern part of Odampally Valavu - Veeramangalam Kadavu Road","06-Sep-2024","350000","01-Jan-2026"
"1911","Normal/Others","NA-Lighting of public spaces","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Installation of a High Mast Light in the northern part of Veeramangalam Junction","06-Sep-2024","500000","NA"
"1912","Normal/Others","WS/MP18095/2025-2026/139279-Purchase of vans and buses for educational institutions","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Purchase of a bus for Lutheran Mission LPS, Muhamma","06-Sep-2024","1929021","08-Jul-2025"
"1913","Normal/Others","WS/MP18095/2025-2026/139280-Purchase of vans and buses for educational institutions","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Purchase of a bus for OLFLPS, Vellappally","06-Sep-2024","2222622","06-Oct-2025"
"1914","Normal/Others","WS/MP334/2024-2025/139281-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near devi mandir parsatand in hurlung","06-Sep-2024","22000","14-Oct-2024"
"1915","Normal/Others","WS/MP334/2024-2025/139282-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near lala tola shiv mandir in hurlung","06-Sep-2024","22000","14-Oct-2024"
"1916","Normal/Others","WS/MP334/2024-2025/139283-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near ashok pandey house in hurlung","06-Sep-2024","22000","14-Oct-2024"
"1917","Normal/Others","WS/MP334/2024-2025/139284-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near ramchandra sharma clinic in karmatand chowk in hurlung","06-Sep-2024","22000","14-Oct-2024"
"1918","Normal/Others","WS/MP334/2024-2025/139285-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near ganesh mahto house in tirhotiya village in hurlung","06-Sep-2024","22000","14-Oct-2024"
"1919","Normal/Others","WS/MP334/2024-2025/139286-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near siyari mod in chotki sidhawara.","06-Sep-2024","22000","14-Oct-2024"
"1920","Normal/Others","WS/MP334/2024-2025/139287-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near gulabi devi house in rola village of barki sidhabara panchayat.","06-Sep-2024","22000","14-Oct-2024"
"1921","Normal/Others","WS/MP334/2024-2025/139288-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near suraj mahto house in barki sidhabara","06-Sep-2024","22000","14-Oct-2024"
"1922","Normal/Others","WS/MP334/2024-2025/139289-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near thanu mahto house in khakhando in barki sidhabara","06-Sep-2024","22000","14-Oct-2024"
"1923","Normal/Others","WS/MP334/2024-2025/139290-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near bajrangbali mandir in bendi village of barki sidhabara","06-Sep-2024","22000","14-Oct-2024"
"1924","Normal/Others","WS/MP334/2024-2025/139291-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near ramdular ravidas house in bhelwapani in karrikhurd","06-Sep-2024","22000","14-Oct-2024"
"1925","Normal/Others","WS/MP334/2024-2025/139292-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near durga mandap in karikhurd","06-Sep-2024","22000","14-Oct-2024"
"1926","Normal/Others","WS/MP334/2024-2025/139293-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near janki mahto house in karmo village of karri khurd.","06-Sep-2024","22000","14-Oct-2024"
"1927","Normal/Others","WS/MP334/2024-2025/139294-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near hanuman mandir in kurknalo of karikhurd","06-Sep-2024","22000","14-Oct-2024"
"1928","Normal/Others","WS/MP334/2024-2025/139295-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near masjid of surgi mohalla in lodhi","06-Sep-2024","22000","14-Oct-2024"
"1929","Normal/Others","WS/MP18095/2025-2026/139296-Construction of buildings for crèches and anganwadies","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Construction of a building for Anganwadi in the 31st ward of Cherthala Municipality","06-Sep-2024","1500000","15-Nov-2025"
"1930","Normal/Others","NA-Construction of buildings for crèches and anganwadies","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Construction of a building for Anganwadi in ward 16 of alappuzha Municipality","06-Sep-2024","1500000","NA"
"1931","Normal/Others","NA-Construction of buildings for crèches and anganwadies","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Construction of a building for Anganwadi in the 12th ward of Kayamkulam Municipality","06-Sep-2024","1500000","NA"
"1932","Normal/Others","WS/MP334/2024-2025/139299-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near bateshwar saw in kodwa village of lodhi","06-Sep-2024","22000","14-Oct-2024"
"1933","Normal/Others","WS/MP334/2024-2025/139300-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near mansa mandir in yadav tola of tisri in lodhi","06-Sep-2024","22000","14-Oct-2024"
"1934","Normal/Others","WS/MP334/2024-2025/139301-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near shiv mandir of pejuwa in lodhi","06-Sep-2024","22000","14-Oct-2024"
"1935","Normal/Others","WS/MP334/2024-2025/139302-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near manjhidhan puja sthal in dhamdharwa village of siari","06-Sep-2024","22000","14-Oct-2024"
"1936","Normal/Others","WS/MP334/2024-2025/139303-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near nav prathmik vidyalay of birhor dera in siari","06-Sep-2024","22000","14-Oct-2024"
"1937","Normal/Others","NA-Construction of buildings for crèches and anganwadies","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Construction of a building for Anganwadi No.18 in the 1st ward of Devikulangara GP","06-Sep-2024","1500000","NA"
"1938","Normal/Others","NA-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Construction of a building for Health Sub centre in the 18th ward of Thanneermukkam GP","06-Sep-2024","2000000","NA"
"1939","Normal/Others","WS/MP18095/2025-2026/139306-Purchase of IT systems, including hardware and software for educational purposes","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","Purchase of 16 computers for various schools in Kadakkarappally GP GUPS, Kottaram - 6 Computers Kormassery GLPS - 4 computers Thykkal GLPS - 3 computers East Kottaram GLPS - 3 computers","06-Sep-2024","640000","08-Jul-2025"
"1940","Normal/Others","WS/MP334/2024-2025/139308-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near pani tanki in daridag in siari","06-Sep-2024","22000","14-Oct-2024"
"1941","Normal/Others","WS/MP334/2024-2025/139309-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near janki mahto house in chotki koyotand in siari","06-Sep-2024","22000","14-Oct-2024"
"1942","Normal/Others","WS/MP334/2024-2025/139310-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near masjid main road in chatro chati","06-Sep-2024","22000","14-Oct-2024"
"1943","Normal/Others","WS/MP334/2024-2025/139311-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near chatro chati bazaar main chowk","06-Sep-2024","22000","14-Oct-2024"
"1944","Normal/Others","WS/MP334/2024-2025/139312-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near shiv mandir of chipri village in chatro chati","06-Sep-2024","22000","14-Oct-2024"
"1945","Normal/Others","WS/MP334/2024-2025/139313-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near durgamandap chowk in katwai of chatro chati","06-Sep-2024","22000","14-Oct-2024"
"1946","Normal/Others","WS/MP334/2024-2025/139314-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near kashi yadav house in kaswagadh of khamhara","06-Sep-2024","22000","14-Oct-2024"
"1947","Normal/Others","WS/MP334/2024-2025/139315-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near baldev thakur house in khamhara","06-Sep-2024","22000","14-Oct-2024"
"1948","Normal/Others","WS/MP334/2024-2025/139316-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near budhan manjhi house in shahartola in khamhara","06-Sep-2024","22000","14-Oct-2024"
"1949","Normal/Others","WS/MP334/2024-2025/139317-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near gandhouri ram house in karmatanr of khamhara","06-Sep-2024","22000","14-Oct-2024"
"1950","Normal/Others","WS/MP334/2024-2025/139318-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near jagannath mahto house in akhada chowk in chute","06-Sep-2024","22000","14-Oct-2024"
"1951","Normal/Others","WS/MP334/2024-2025/139319-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near santosh turi house in kharna village in chute","06-Sep-2024","22000","14-Oct-2024"
"1952","Normal/Others","WS/MP334/2024-2025/139320-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near suresh karmali house in sewai village of chute","06-Sep-2024","22000","14-Oct-2024"
"1953","Normal/Others","WS/MP334/2024-2025/139321-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near birsa turi house in kharna village in chute","06-Sep-2024","22000","14-Oct-2024"
"1954","Normal/Others","WS/MP334/2024-2025/139322-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near chailiyatand chowk in barki chidri","06-Sep-2024","22000","14-Oct-2024"
"1955","Normal/Others","WS/MP334/2024-2025/139323-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near shiv mandir of chidri village in barki chidri","06-Sep-2024","22000","14-Oct-2024"
"1956","Normal/Others","WS/MP334/2024-2025/139324-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near kadhma main chowk in barki chidri","06-Sep-2024","22000","14-Oct-2024"
"1957","Normal/Others","WS/MP334/2024-2025/139325-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near bajrang bali mandir in magha village of barki chidri.","06-Sep-2024","22000","14-Oct-2024"
"1958","Normal/Others","WS/MP334/2024-2025/139326-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near hanuman mandir in tilaiya village of barki chidri","06-Sep-2024","22000","14-Oct-2024"
"1959","Normal/Others","WS/MP334/2024-2025/139327-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near asanbeda chowk in barki chidri","06-Sep-2024","22000","14-Oct-2024"
"1960","Normal/Others","WS/MP334/2024-2025/139328-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near community building in sasbeda adarshnagar","06-Sep-2024","22000","14-Oct-2024"
"1961","Normal/Others","WS/MP334/2024-2025/139329-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near FCI godam in sasbeda main road in sasbeda purvi","06-Sep-2024","22000","14-Oct-2024"
"1962","Normal/Others","WS/MP334/2024-2025/139330-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near sushil ram house in masjid colony in sasbeda east","06-Sep-2024","22000","14-Oct-2024"
"1963","Normal/Others","WS/MP334/2024-2025/139331-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near kali mandir in government colony of sasbeda east","06-Sep-2024","22000","14-Oct-2024"
"1964","Normal/Others","WS/MP334/2024-2025/139332-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near binod varma house in shiv mandir mohalla in sasbeda west","06-Sep-2024","22000","14-Oct-2024"
"1965","Normal/Others","WS/MP334/2024-2025/139333-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near ramvaran prasad house in shiv mandir road in sasbeda west","06-Sep-2024","22000","14-Oct-2024"
"1966","Normal/Others","WS/MP334/2024-2025/139334-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near animal hospital in BDO road insasbeda west","06-Sep-2024","22000","14-Oct-2024"
"1967","Normal/Others","WS/MP334/2024-2025/139335-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near laxman khatal in BDO road in sasbeda west","06-Sep-2024","22000","14-Oct-2024"
"1968","Normal/Others","WS/MP334/2024-2025/139336-Street lights","Jharkhand","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","Shri Chandra Prakash Choudhary","GIRIDIH","installation of solar street light near ranjit mohsin house in gomia cinema hall in palihari gurudih","06-Sep-2024","22000","14-Oct-2024"
